#RunName;RunCode;DateTime;Np;TSimul;TSeg;TTotal;MemCpu;MemGpu;Steps;PartFiles;PartsOut;MaxParticles;MaxCells;Hw;StepAlgo;Kernel;Viscosity;ViscoValue;DeltaSPH;TMax;Nbound;Nfixed;H;RhopOut;PartsRhopOut;PartsVelOut;CellMode;RunMode;VA-Init;NL-Limits;NL-MakeSort;NL-SortData;NL-OutCheck;CF-PreForces;CF-Forces;SU-Shifting;SU-ComputeStep;SU-Floating;SU-Motion;SU-Periodic;SU-ResizeNp;SU-SavePart;SU-Chrono;SU-BoundCorr;SU-InOut
CaseDambreakVal2D;6kn8lsct;03-09-2026 19:25:40;21001;516.194519;258.095703;516.241089;3613125;0;70723;201;630;21001;22720;Cpu;Verlet;Wendland;Artificial;0.020000;0;2.000000;1001;1001;0.014142;(700-1300);0;0;2H;Pos-Double - OpenMP(Threads:8);0.046755;13.162148;15.778322;18.656919;0.006179;28.741701;400.910614;0.000000;36.502186;0.000000;0.000000;0.000000;0.000000;1.965446;0.000000;0.000000;0.000000
